purchase_date,appliance,capture_date,energy,Warranty_date
2011-01-02,Wine Cellar,2013-01-02,.211,
2011-01-04,Wine Cellar,2013-01-04,.249,
2011-01-06,Wine Cellar,2013-01-06,.238,
2010-01-07,Wine Cellar,2013-01-07,.214,
2011-01-07,Wine Cellar,2013-01-07,.214,
2010-01-08,Wine Cellar,2013-01-08,.240,
2011-01-08,Wine Cellar,2013-01-08,.240,
2011-01-09,Wine Cellar,2013-01-09,.205,
2011-01-10,Wine Cellar,2013-01-10,.224,
2010-01-11,Wine Cellar,2013-01-11,.241,
2011-01-11,Wine Cellar,2013-01-11,.241,
2010-01-12,Wine Cellar,2013-01-12,.204,
2011-01-12,Wine Cellar,2013-01-12,.204,
2010-01-13,Wine Cellar,2013-01-13,.229,
2011-01-13,Wine Cellar,2013-01-13,.229,
2010-01-14,Wine Cellar,2013-01-14,.203,
2011-01-14,Wine Cellar,2013-01-14,.203,
2010-01-15,Wine Cellar,2013-01-15,.241,
2011-01-15,Wine Cellar,2013-01-15,.241,
2010-01-16,Wine Cellar,2013-01-16,.243,
2011-01-16,Wine Cellar,2013-01-16,.243,
2010-01-17,Wine Cellar,2013-01-17,.206,
2011-01-17,Wine Cellar,2013-01-17,.206,
2010-01-18,Wine Cellar,2013-01-18,.227,
2011-01-19,Wine Cellar,2013-01-19,.256,
2010-01-20,Wine Cellar,2013-01-20,.204,
2011-01-20,Wine Cellar,2013-01-20,.204,
2010-01-21,Wine Cellar,2013-01-21,.221,
2011-01-21,Wine Cellar,2013-01-21,.221,
2010-01-22,Wine Cellar,2013-01-22,.233,
2011-01-22,Wine Cellar,2013-01-22,.233,
2010-01-23,Wine Cellar,2013-01-23,.258,
2011-01-23,Wine Cellar,2013-01-23,.258,
2010-01-24,Wine Cellar,2013-01-24,.202,
2011-01-24,Wine Cellar,2013-01-24,.202,
2010-01-25,Wine Cellar,2013-01-25,.223,
2011-01-25,Wine Cellar,2013-01-25,.223,
2010-01-26,Wine Cellar,2013-01-26,.231,
2010-01-27,Wine Cellar,2013-01-27,.258,
2011-01-27,Wine Cellar,2013-01-27,.258,
2010-01-28,Wine Cellar,2013-01-28,.223,
2011-01-30,Wine Cellar,2013-01-30,.204,
2011-01-31,Wine Cellar,2013-01-31,.251,
2010-02-02,Wine Cellar,2013-02-02,.240,
2011-02-02,Wine Cellar,2013-02-02,.240,
2011-02-03,Wine Cellar,2013-02-03,.227,
2010-02-05,Wine Cellar,2013-02-05,.238,
2010-02-06,Wine Cellar,2013-02-06,.237,
2011-02-06,Wine Cellar,2013-02-06,.237,
2011-02-09,Wine Cellar,2013-02-09,.220,
2011-02-10,Wine Cellar,2013-02-10,.223,
2011-02-11,Wine Cellar,2013-02-11,.219,
2011-02-12,Wine Cellar,2013-02-12,.236,
2010-02-13,Wine Cellar,2013-02-13,.229,
2011-02-14,Wine Cellar,2013-02-14,.229,
2011-02-15,Wine Cellar,2013-02-15,.219,
2010-02-16,Wine Cellar,2013-02-16,.242,
2011-02-16,Wine Cellar,2013-02-16,.242,
2010-02-17,Wine Cellar,2013-02-17,.252,
2011-02-17,Wine Cellar,2013-02-17,.252,
2010-02-18,Wine Cellar,2013-02-18,.257,
2011-02-18,Wine Cellar,2013-02-18,.257,
2010-02-19,Wine Cellar,2013-02-19,.253,
2011-02-19,Wine Cellar,2013-02-19,.253,
2010-02-20,Wine Cellar,2013-02-20,.215,
2011-02-20,Wine Cellar,2013-02-20,.215,
2010-02-21,Wine Cellar,2013-02-21,.232,
2011-02-21,Wine Cellar,2013-02-21,.232,
2010-02-22,Wine Cellar,2013-02-22,.247,
2011-02-22,Wine Cellar,2013-02-22,.247,
2010-02-23,Wine Cellar,2013-02-23,.215,
2011-02-23,Wine Cellar,2013-02-23,.215,
2011-02-24,Wine Cellar,2013-02-24,.211,
2010-02-25,Wine Cellar,2013-02-25,.257,
2011-02-25,Wine Cellar,2013-02-25,.257,
2010-02-26,Wine Cellar,2013-02-26,.255,
2011-02-26,Wine Cellar,2013-02-26,.255,
2010-02-27,Wine Cellar,2013-02-27,.238,
2011-02-27,Wine Cellar,2013-02-27,.238,
2010-02-28,Wine Cellar,2013-02-28,.254,
2011-02-28,Wine Cellar,2013-02-28,.254,
2010-03-01,Wine Cellar,2013-03-01,.227,
2011-03-01,Wine Cellar,2013-03-01,.227,
2010-03-03,Wine Cellar,2013-03-03,.206,
2011-03-03,Wine Cellar,2013-03-03,.206,
2010-03-04,Wine Cellar,2013-03-04,.220,
2011-03-04,Wine Cellar,2013-03-04,.220,
2010-03-05,Wine Cellar,2013-03-05,.220,
2011-03-05,Wine Cellar,2013-03-05,.220,
2010-03-06,Wine Cellar,2013-03-06,.238,
2011-03-06,Wine Cellar,2013-03-06,.238,
2010-03-07,Wine Cellar,2013-03-07,.220,
2011-03-08,Wine Cellar,2013-03-08,.244,
2010-03-09,Wine Cellar,2013-03-09,.242,
2011-03-09,Wine Cellar,2013-03-09,.242,
2010-03-10,Wine Cellar,2013-03-10,.242,
2011-03-10,Wine Cellar,2013-03-10,.242,
2011-03-11,Wine Cellar,2013-03-11,.240,
2011-03-12,Wine Cellar,2013-03-12,.208,
2011-03-13,Wine Cellar,2013-03-13,.250,
2011-03-14,Wine Cellar,2013-03-14,.215,
2010-03-15,Wine Cellar,2013-03-15,.216,
2011-03-15,Wine Cellar,2013-03-15,.216,
2010-03-16,Wine Cellar,2013-03-16,.204,
2010-03-18,Wine Cellar,2013-03-18,.242,
2011-03-18,Wine Cellar,2013-03-18,.242,
2011-03-19,Wine Cellar,2013-03-19,.225,
2010-03-20,Wine Cellar,2013-03-20,.246,
2011-03-20,Wine Cellar,2013-03-20,.246,
2010-03-21,Wine Cellar,2013-03-21,.253,
2010-03-22,Wine Cellar,2013-03-22,.224,
2011-03-23,Wine Cellar,2013-03-23,.231,
2010-03-24,Wine Cellar,2013-03-24,.259,
2011-03-24,Wine Cellar,2013-03-24,.259,
2010-03-25,Wine Cellar,2013-03-25,.242,
2011-03-25,Wine Cellar,2013-03-25,.242,
2010-03-26,Wine Cellar,2013-03-26,.254,
2010-03-27,Wine Cellar,2013-03-27,.224,
2011-03-27,Wine Cellar,2013-03-27,.224,
2010-03-28,Wine Cellar,2013-03-28,.208,
2011-03-28,Wine Cellar,2013-03-28,.208,
2010-03-29,Wine Cellar,2013-03-29,.257,
2010-03-30,Wine Cellar,2013-03-30,.238,
2010-03-31,Wine Cellar,2013-03-31,.211,
2011-03-31,Wine Cellar,2013-03-31,.211,
2010-04-01,Wine Cellar,2013-04-01,.232,
2010-04-02,Wine Cellar,2013-04-02,.251,
2011-04-02,Wine Cellar,2013-04-02,.251,
2011-04-03,Wine Cellar,2013-04-03,.219,
2010-04-04,Wine Cellar,2013-04-04,.248,
2010-04-05,Wine Cellar,2013-04-05,.245,
2011-04-07,Wine Cellar,2013-04-07,.206,
2010-04-08,Wine Cellar,2013-04-08,.229,
2011-04-08,Wine Cellar,2013-04-08,.229,
2010-04-09,Wine Cellar,2013-04-09,.225,
2010-04-10,Wine Cellar,2013-04-10,.255,
2010-04-11,Wine Cellar,2013-04-11,.255,
2011-04-11,Wine Cellar,2013-04-11,.255,
2010-04-12,Wine Cellar,2013-04-12,.226,
2011-04-12,Wine Cellar,2013-04-12,.226,
2011-04-13,Wine Cellar,2013-04-13,.233,
2010-04-14,Wine Cellar,2013-04-14,.249,
2010-04-15,Wine Cellar,2013-04-15,.259,
2011-04-15,Wine Cellar,2013-04-15,.259,
2010-04-16,Wine Cellar,2013-04-16,.203,
2011-04-16,Wine Cellar,2013-04-16,.203,
2010-04-17,Wine Cellar,2013-04-17,.242,
2011-04-17,Wine Cellar,2013-04-17,.242,
2010-04-18,Wine Cellar,2013-04-18,.239,
2011-04-18,Wine Cellar,2013-04-18,.239,
2010-04-19,Wine Cellar,2013-04-19,.255,
2011-04-19,Wine Cellar,2013-04-19,.255,
2010-04-20,Wine Cellar,2013-04-20,.218,
2010-04-21,Wine Cellar,2013-04-21,.211,
2011-04-22,Wine Cellar,2013-04-22,.233,
2010-04-24,Wine Cellar,2013-04-24,.201,
2011-04-25,Wine Cellar,2013-04-25,.238,
2011-04-26,Wine Cellar,2013-04-26,.211,
2011-04-27,Wine Cellar,2013-04-27,.224,
2010-04-28,Wine Cellar,2013-04-28,.231,
2011-04-28,Wine Cellar,2013-04-28,.231,
2010-04-29,Wine Cellar,2013-04-29,.260,
2011-04-29,Wine Cellar,2013-04-29,.260,
2010-04-30,Wine Cellar,2013-04-30,.207,
2010-05-01,Wine Cellar,2013-05-01,.223,
2010-05-02,Wine Cellar,2013-05-02,.253,
2011-05-02,Wine Cellar,2013-05-02,.253,
2010-05-03,Wine Cellar,2013-05-03,.252,
2011-05-03,Wine Cellar,2013-05-03,.252,
2010-05-04,Wine Cellar,2013-05-04,.202,
2011-05-04,Wine Cellar,2013-05-04,.202,
2010-05-05,Wine Cellar,2013-05-05,.212,
2010-05-06,Wine Cellar,2013-05-06,.229,
2011-05-06,Wine Cellar,2013-05-06,.229,
2010-05-07,Wine Cellar,2013-05-07,.250,
2011-05-07,Wine Cellar,2013-05-07,.250,
2010-05-08,Wine Cellar,2013-05-08,.232,
2011-05-08,Wine Cellar,2013-05-08,.232,
2010-05-09,Wine Cellar,2013-05-09,.227,
2011-05-09,Wine Cellar,2013-05-09,.227,
2010-05-10,Wine Cellar,2013-05-10,.250,
2011-05-10,Wine Cellar,2013-05-10,.250,
2010-05-11,Wine Cellar,2013-05-11,.242,
2011-05-11,Wine Cellar,2013-05-11,.242,
2011-05-12,Wine Cellar,2013-05-12,.251,
2010-05-14,Wine Cellar,2013-05-14,.229,
2011-05-14,Wine Cellar,2013-05-14,.229,
2010-05-15,Wine Cellar,2013-05-15,.202,
2011-05-15,Wine Cellar,2013-05-15,.202,
2010-05-16,Wine Cellar,2013-05-16,.226,
2011-05-16,Wine Cellar,2013-05-16,.226,
2010-05-17,Wine Cellar,2013-05-17,.241,
2011-05-17,Wine Cellar,2013-05-17,.241,
2010-05-18,Wine Cellar,2013-05-18,.202,
2011-05-18,Wine Cellar,2013-05-18,.202,
2010-05-19,Wine Cellar,2013-05-19,.208,
2011-05-19,Wine Cellar,2013-05-19,.208,
2011-05-20,Wine Cellar,2013-05-20,.249,
2010-05-21,Wine Cellar,2013-05-21,.209,
2011-05-21,Wine Cellar,2013-05-21,.209,
2010-05-22,Wine Cellar,2013-05-22,.247,
2011-05-23,Wine Cellar,2013-05-23,.201,
2011-05-24,Wine Cellar,2013-05-24,.208,
2010-05-25,Wine Cellar,2013-05-25,.224,
2011-05-25,Wine Cellar,2013-05-25,.224,
2010-05-26,Wine Cellar,2013-05-26,.249,
2011-05-26,Wine Cellar,2013-05-26,.249,
2010-05-27,Wine Cellar,2013-05-27,.242,
2011-05-27,Wine Cellar,2013-05-27,.242,
2010-05-28,Wine Cellar,2013-05-28,.237,
2011-05-28,Wine Cellar,2013-05-28,.237,
2010-05-29,Wine Cellar,2013-05-29,.221,
2011-05-29,Wine Cellar,2013-05-29,.221,
2010-05-30,Wine Cellar,2013-05-30,.206,
2010-05-31,Wine Cellar,2013-05-31,.227,
2011-05-31,Wine Cellar,2013-05-31,.227,
2011-06-01,Wine Cellar,2013-06-01,.219,
2011-06-02,Wine Cellar,2013-06-02,.208,
2010-06-03,Wine Cellar,2013-06-03,.215,
2011-06-03,Wine Cellar,2013-06-03,.215,
2010-06-04,Wine Cellar,2013-06-04,.227,
2011-06-04,Wine Cellar,2013-06-04,.227,
2010-06-05,Wine Cellar,2013-06-05,.212,
2011-06-05,Wine Cellar,2013-06-05,.212,
2010-06-06,Wine Cellar,2013-06-06,.255,
2010-06-07,Wine Cellar,2013-06-07,.239,
2011-06-07,Wine Cellar,2013-06-07,.239,
2010-06-08,Wine Cellar,2013-06-08,.215,
2011-06-08,Wine Cellar,2013-06-08,.215,
2011-06-09,Wine Cellar,2013-06-09,.213,
2010-06-10,Wine Cellar,2013-06-10,.245,
2010-06-11,Wine Cellar,2013-06-11,.234,
2011-06-11,Wine Cellar,2013-06-11,.234,
2010-06-12,Wine Cellar,2013-06-12,.257,
2011-06-12,Wine Cellar,2013-06-12,.257,
2010-06-13,Wine Cellar,2013-06-13,.223,
2011-06-13,Wine Cellar,2013-06-13,.223,
2010-06-14,Wine Cellar,2013-06-14,.241,
2011-06-14,Wine Cellar,2013-06-14,.241,
2010-06-15,Wine Cellar,2013-06-15,.211,
2011-06-15,Wine Cellar,2013-06-15,.211,
2010-06-16,Wine Cellar,2013-06-16,.252,
2011-06-16,Wine Cellar,2013-06-16,.252,
2010-06-17,Wine Cellar,2013-06-17,.226,
2011-06-17,Wine Cellar,2013-06-17,.226,
2010-06-20,Wine Cellar,2013-06-20,.220,
2011-06-20,Wine Cellar,2013-06-20,.220,
2010-06-21,Wine Cellar,2013-06-21,.225,
2010-06-22,Wine Cellar,2013-06-22,.248,
2011-06-22,Wine Cellar,2013-06-22,.248,
2010-06-23,Wine Cellar,2013-06-23,.233,
2011-06-23,Wine Cellar,2013-06-23,.233,
2010-06-24,Wine Cellar,2013-06-24,.207,
2010-06-25,Wine Cellar,2013-06-25,.220,
2010-06-26,Wine Cellar,2013-06-26,.201,
2010-06-27,Wine Cellar,2013-06-27,.211,
2011-06-27,Wine Cellar,2013-06-27,.211,
2010-06-28,Wine Cellar,2013-06-28,.247,
2011-06-28,Wine Cellar,2013-06-28,.247,
2010-06-29,Wine Cellar,2013-06-29,.257,
2011-06-29,Wine Cellar,2013-06-29,.257,
2010-06-30,Wine Cellar,2013-06-30,.214,
2010-07-01,Wine Cellar,2013-07-01,.232,
2010-07-02,Wine Cellar,2013-07-02,.207,
2010-07-03,Wine Cellar,2013-07-03,.230,
2010-07-04,Wine Cellar,2013-07-04,.213,
2010-07-05,Wine Cellar,2013-07-05,.248,
2010-07-06,Wine Cellar,2013-07-06,.257,
2011-07-07,Wine Cellar,2013-07-07,.212,
2010-07-08,Wine Cellar,2013-07-08,.252,
2010-07-09,Wine Cellar,2013-07-09,.202,
2011-07-09,Wine Cellar,2013-07-09,.202,
2010-07-10,Wine Cellar,2013-07-10,.232,
2011-07-10,Wine Cellar,2013-07-10,.232,
2010-07-11,Wine Cellar,2013-07-11,.244,
2011-07-11,Wine Cellar,2013-07-11,.244,
2010-07-12,Wine Cellar,2013-07-12,.241,
2011-07-12,Wine Cellar,2013-07-12,.241,
2010-07-13,Wine Cellar,2013-07-13,.258,
2011-07-13,Wine Cellar,2013-07-13,.258,
2010-07-14,Wine Cellar,2013-07-14,.255,
2011-07-14,Wine Cellar,2013-07-14,.255,
2011-07-15,Wine Cellar,2013-07-15,.256,
2010-07-16,Wine Cellar,2013-07-16,.202,
2011-07-16,Wine Cellar,2013-07-16,.202,
2010-07-18,Wine Cellar,2013-07-18,.232,
2010-07-19,Wine Cellar,2013-07-19,.256,
2011-07-19,Wine Cellar,2013-07-19,.256,
2010-07-20,Wine Cellar,2013-07-20,.257,
2011-07-20,Wine Cellar,2013-07-20,.257,
2010-07-21,Wine Cellar,2013-07-21,.229,
2011-07-21,Wine Cellar,2013-07-21,.229,
2011-07-22,Wine Cellar,2013-07-22,.231,
2011-07-23,Wine Cellar,2013-07-23,.208,
2011-07-24,Wine Cellar,2013-07-24,.250,
2010-07-25,Wine Cellar,2013-07-25,.212,
2011-07-25,Wine Cellar,2013-07-25,.212,
2010-07-26,Wine Cellar,2013-07-26,.245,
2011-07-26,Wine Cellar,2013-07-26,.245,
2010-07-27,Wine Cellar,2013-07-27,.255,
2011-07-27,Wine Cellar,2013-07-27,.255,
2010-07-28,Wine Cellar,2013-07-28,.205,
2011-07-28,Wine Cellar,2013-07-28,.205,
2010-07-29,Wine Cellar,2013-07-29,.248,
2011-07-29,Wine Cellar,2013-07-29,.248,
2010-07-30,Wine Cellar,2013-07-30,.206,
2011-07-30,Wine Cellar,2013-07-30,.206,
2011-07-31,Wine Cellar,2013-07-31,.233,
2011-08-02,Wine Cellar,2013-08-02,.226,
2011-08-03,Wine Cellar,2013-08-03,.221,
2011-08-04,Wine Cellar,2013-08-04,.236,
2010-08-05,Wine Cellar,2013-08-05,.207,
2010-08-06,Wine Cellar,2013-08-06,.213,
2011-08-06,Wine Cellar,2013-08-06,.213,
2010-08-07,Wine Cellar,2013-08-07,.221,
2011-08-07,Wine Cellar,2013-08-07,.221,
2010-08-08,Wine Cellar,2013-08-08,.253,
2011-08-08,Wine Cellar,2013-08-08,.253,
2010-08-11,Wine Cellar,2013-08-11,.204,
2011-08-11,Wine Cellar,2013-08-11,.204,
2010-08-12,Wine Cellar,2013-08-12,.214,
2011-08-12,Wine Cellar,2013-08-12,.214,
2010-08-13,Wine Cellar,2013-08-13,.213,
2011-08-13,Wine Cellar,2013-08-13,.213,
2010-08-14,Wine Cellar,2013-08-14,.228,
2010-08-15,Wine Cellar,2013-08-15,.223,
2011-08-15,Wine Cellar,2013-08-15,.223,
2010-08-16,Wine Cellar,2013-08-16,.249,
2011-08-16,Wine Cellar,2013-08-16,.249,
2010-08-17,Wine Cellar,2013-08-17,.256,
2011-08-19,Wine Cellar,2013-08-19,.258,
2010-08-21,Wine Cellar,2013-08-21,.237,
2011-08-21,Wine Cellar,2013-08-21,.237,
2010-08-22,Wine Cellar,2013-08-22,.205,
2010-08-23,Wine Cellar,2013-08-23,.241,
2011-08-23,Wine Cellar,2013-08-23,.241,
2010-08-24,Wine Cellar,2013-08-24,.258,
2011-08-24,Wine Cellar,2013-08-24,.258,
2010-08-25,Wine Cellar,2013-08-25,.238,
2010-08-26,Wine Cellar,2013-08-26,.244,
2011-08-26,Wine Cellar,2013-08-26,.244,
2011-08-27,Wine Cellar,2013-08-27,.254,
2010-08-28,Wine Cellar,2013-08-28,.256,
2011-08-28,Wine Cellar,2013-08-28,.256,
2010-08-29,Wine Cellar,2013-08-29,.233,
2010-08-30,Wine Cellar,2013-08-30,.255,
2011-08-30,Wine Cellar,2013-08-30,.255,
2010-08-31,Wine Cellar,2013-08-31,.247,
2011-08-31,Wine Cellar,2013-08-31,.247,
2010-09-02,Wine Cellar,2013-09-02,.255,
2010-09-03,Wine Cellar,2013-09-03,.248,
2011-09-03,Wine Cellar,2013-09-03,.248,
2011-09-04,Wine Cellar,2013-09-04,.220,
2011-09-05,Wine Cellar,2013-09-05,.244,
2010-09-06,Wine Cellar,2013-09-06,.257,
2010-09-07,Wine Cellar,2013-09-07,.222,
2011-09-07,Wine Cellar,2013-09-07,.222,
2010-09-08,Wine Cellar,2013-09-08,.253,
2011-09-08,Wine Cellar,2013-09-08,.253,
2010-09-09,Wine Cellar,2013-09-09,.241,
2011-09-09,Wine Cellar,2013-09-09,.241,
2010-09-10,Wine Cellar,2013-09-10,.202,
2010-09-11,Wine Cellar,2013-09-11,.253,
2011-09-11,Wine Cellar,2013-09-11,.253,
2010-09-12,Wine Cellar,2013-09-12,.256,
2010-09-14,Wine Cellar,2013-09-14,.207,
2010-09-15,Wine Cellar,2013-09-15,.215,
2011-09-15,Wine Cellar,2013-09-15,.215,
2010-09-16,Wine Cellar,2013-09-16,.215,
2011-09-16,Wine Cellar,2013-09-16,.215,
2010-09-17,Wine Cellar,2013-09-17,.217,
2011-09-17,Wine Cellar,2013-09-17,.217,
2011-09-18,Wine Cellar,2013-09-18,.219,
2010-09-21,Wine Cellar,2013-09-21,.226,
2011-09-21,Wine Cellar,2013-09-21,.226,
2010-09-22,Wine Cellar,2013-09-22,.232,
2011-09-22,Wine Cellar,2013-09-22,.232,
2010-09-23,Wine Cellar,2013-09-23,.256,
2011-09-23,Wine Cellar,2013-09-23,.256,
2010-09-24,Wine Cellar,2013-09-24,.203,
2011-09-24,Wine Cellar,2013-09-24,.203,
2011-09-25,Wine Cellar,2013-09-25,.257,
2011-09-26,Wine Cellar,2013-09-26,.231,
2011-09-27,Wine Cellar,2013-09-27,.225,
2010-09-28,Wine Cellar,2013-09-28,.207,
2011-09-28,Wine Cellar,2013-09-28,.207,
2011-09-29,Wine Cellar,2013-09-29,.216,
2011-09-30,Wine Cellar,2013-09-30,.238,
2010-10-01,Wine Cellar,2013-10-01,.213,
2010-10-02,Wine Cellar,2013-10-02,.204,
2010-10-03,Wine Cellar,2013-10-03,.213,
2010-10-04,Wine Cellar,2013-10-04,.234,
2011-10-05,Wine Cellar,2013-10-05,.258,
2010-10-06,Wine Cellar,2013-10-06,.213,
2011-10-06,Wine Cellar,2013-10-06,.213,
2010-10-07,Wine Cellar,2013-10-07,.253,
2011-10-07,Wine Cellar,2013-10-07,.253,
2010-10-08,Wine Cellar,2013-10-08,.204,
2011-10-08,Wine Cellar,2013-10-08,.204,
2010-10-09,Wine Cellar,2013-10-09,.204,
2011-10-09,Wine Cellar,2013-10-09,.204,
2011-10-10,Wine Cellar,2013-10-10,.225,
2010-10-11,Wine Cellar,2013-10-11,.242,
2011-10-11,Wine Cellar,2013-10-11,.242,
2010-10-12,Wine Cellar,2013-10-12,.201,
2011-10-12,Wine Cellar,2013-10-12,.201,
2010-10-13,Wine Cellar,2013-10-13,.243,
2010-10-14,Wine Cellar,2013-10-14,.204,
2011-10-14,Wine Cellar,2013-10-14,.204,
2011-10-15,Wine Cellar,2013-10-15,.250,
2010-10-16,Wine Cellar,2013-10-16,.254,
2011-10-16,Wine Cellar,2013-10-16,.254,
2010-10-17,Wine Cellar,2013-10-17,.206,
2011-10-17,Wine Cellar,2013-10-17,.206,
2010-10-18,Wine Cellar,2013-10-18,.218,
2010-10-19,Wine Cellar,2013-10-19,.210,
2011-10-20,Wine Cellar,2013-10-20,.231,
2010-10-21,Wine Cellar,2013-10-21,.201,
2011-10-21,Wine Cellar,2013-10-21,.201,
2010-10-22,Wine Cellar,2013-10-22,.200,
2011-10-22,Wine Cellar,2013-10-22,.200,
2010-10-23,Wine Cellar,2013-10-23,.217,
2011-10-23,Wine Cellar,2013-10-23,.217,
2010-10-24,Wine Cellar,2013-10-24,.224,
2010-10-25,Wine Cellar,2013-10-25,.225,
2011-10-25,Wine Cellar,2013-10-25,.225,
2010-10-26,Wine Cellar,2013-10-26,.217,
2011-10-26,Wine Cellar,2013-10-26,.217,
2011-10-27,Wine Cellar,2013-10-27,.228,
2011-10-28,Wine Cellar,2013-10-28,.228,
2010-10-29,Wine Cellar,2013-10-29,.223,
2011-10-29,Wine Cellar,2013-10-29,.223,
2010-10-30,Wine Cellar,2013-10-30,.256,
2010-10-31,Wine Cellar,2013-10-31,.201,
2011-10-31,Wine Cellar,2013-10-31,.201,
2011-11-02,Wine Cellar,2013-11-02,.245,
2010-11-03,Wine Cellar,2013-11-03,.215,
2011-11-03,Wine Cellar,2013-11-03,.215,
2010-11-04,Wine Cellar,2013-11-04,.207,
2011-11-04,Wine Cellar,2013-11-04,.207,
2010-11-06,Wine Cellar,2013-11-06,.202,
2011-11-06,Wine Cellar,2013-11-06,.202,
2010-11-07,Wine Cellar,2013-11-07,.225,
2011-11-07,Wine Cellar,2013-11-07,.225,
2010-11-08,Wine Cellar,2013-11-08,.259,
2011-11-08,Wine Cellar,2013-11-08,.259,
2010-11-09,Wine Cellar,2013-11-09,.256,
2011-11-09,Wine Cellar,2013-11-09,.256,
2010-11-10,Wine Cellar,2013-11-10,.228,
2011-11-12,Wine Cellar,2013-11-12,.236,
2011-11-13,Wine Cellar,2013-11-13,.254,
2010-11-14,Wine Cellar,2013-11-14,.250,
2011-11-14,Wine Cellar,2013-11-14,.250,
2010-11-15,Wine Cellar,2013-11-15,.207,
2011-11-15,Wine Cellar,2013-11-15,.207,
2010-11-16,Wine Cellar,2013-11-16,.241,
2011-11-16,Wine Cellar,2013-11-16,.241,
2010-11-17,Wine Cellar,2013-11-17,.210,
2010-11-18,Wine Cellar,2013-11-18,.218,
2011-11-18,Wine Cellar,2013-11-18,.218,
2010-11-19,Wine Cellar,2013-11-19,.260,
2011-11-19,Wine Cellar,2013-11-19,.260,
2010-11-22,Wine Cellar,2013-11-22,.250,
2010-11-23,Wine Cellar,2013-11-23,.247,
2010-11-24,Wine Cellar,2013-11-24,.219,
2010-11-25,Wine Cellar,2013-11-25,.237,
2010-11-26,Wine Cellar,2013-11-26,.220,
2010-11-27,Wine Cellar,2013-11-27,.249,
2010-11-28,Wine Cellar,2013-11-28,.221,
2011-11-28,Wine Cellar,2013-11-28,.221,
2011-11-29,Wine Cellar,2013-11-29,.215,
2011-11-30,Wine Cellar,2013-11-30,.246,
2011-12-01,Wine Cellar,2013-12-01,.222,
2011-12-03,Wine Cellar,2013-12-03,.260,
2010-12-04,Wine Cellar,2013-12-04,.246,
2011-12-04,Wine Cellar,2013-12-04,.246,
2010-12-05,Wine Cellar,2013-12-05,.232,
2011-12-05,Wine Cellar,2013-12-05,.232,
2010-12-06,Wine Cellar,2013-12-06,.256,
2011-12-06,Wine Cellar,2013-12-06,.256,
2010-12-07,Wine Cellar,2013-12-07,.241,
2011-12-07,Wine Cellar,2013-12-07,.241,
2010-12-08,Wine Cellar,2013-12-08,.255,
2011-12-08,Wine Cellar,2013-12-08,.255,
2010-12-09,Wine Cellar,2013-12-09,.200,
2011-12-09,Wine Cellar,2013-12-09,.200,
2010-12-10,Wine Cellar,2013-12-10,.245,
2011-12-10,Wine Cellar,2013-12-10,.245,
2010-12-11,Wine Cellar,2013-12-11,.242,
2011-12-11,Wine Cellar,2013-12-11,.242,
2011-12-14,Wine Cellar,2013-12-14,.237,
2011-12-15,Wine Cellar,2013-12-15,.223,
2011-12-16,Wine Cellar,2013-12-16,.228,
2011-12-17,Wine Cellar,2013-12-17,.255,
2011-12-18,Wine Cellar,2013-12-18,.208,
2010-12-19,Wine Cellar,2013-12-19,.231,
2011-12-19,Wine Cellar,2013-12-19,.231,
2010-12-20,Wine Cellar,2013-12-20,.215,
2011-12-20,Wine Cellar,2013-12-20,.215,
2010-12-21,Wine Cellar,2013-12-21,.238,
2011-12-21,Wine Cellar,2013-12-21,.238,
2010-12-22,Wine Cellar,2013-12-22,.244,
2011-12-22,Wine Cellar,2013-12-22,.244,
2010-12-23,Wine Cellar,2013-12-23,.256,
2011-12-23,Wine Cellar,2013-12-23,.256,
2010-12-24,Wine Cellar,2013-12-24,.227,
2011-12-24,Wine Cellar,2013-12-24,.227,
2010-12-25,Wine Cellar,2013-12-25,.248,
2011-12-25,Wine Cellar,2013-12-25,.248,
2010-12-26,Wine Cellar,2013-12-26,.253,
2011-12-26,Wine Cellar,2013-12-26,.253,
2010-12-27,Wine Cellar,2013-12-27,.207,
2010-12-28,Wine Cellar,2013-12-28,.247,
2010-12-29,Wine Cellar,2013-12-29,.237,
2011-12-29,Wine Cellar,2013-12-29,.237,
2010-12-30,Wine Cellar,2013-12-30,.211,
2011-12-30,Wine Cellar,2013-12-30,.211,
2010-12-31,Wine Cellar,2013-12-31,.238,
2011-12-31,Wine Cellar,2013-12-31,.238,
2010-01-01,Wine Cellar,2014-01-01,.213,
2011-01-01,Wine Cellar,2014-01-01,.213,
2010-01-02,Wine Cellar,2014-01-02,.210,
2011-01-02,Wine Cellar,2014-01-02,.210,
2012-01-02,Wine Cellar,2014-01-02,.210,
2010-01-03,Wine Cellar,2014-01-03,.207,
2011-01-03,Wine Cellar,2014-01-03,.207,
2012-01-03,Wine Cellar,2014-01-03,.207,
2010-01-04,Wine Cellar,2014-01-04,.240,
2011-01-04,Wine Cellar,2014-01-04,.240,
2012-01-04,Wine Cellar,2014-01-04,.240,
2010-01-05,Wine Cellar,2014-01-05,.206,
2011-01-05,Wine Cellar,2014-01-05,.206,
2012-01-05,Wine Cellar,2014-01-05,.206,
2010-01-06,Wine Cellar,2014-01-06,.207,
2011-01-06,Wine Cellar,2014-01-06,.207,
2012-01-06,Wine Cellar,2014-01-06,.207,
2010-01-07,Wine Cellar,2014-01-07,.214,
