purchase_date,type,capture_date,energy,warranty_date
2015-10-05,Dish Washer,2018-10-05,.001,
2013-01-08,Fridge,2015-01-08,.005,
2015-12-30,Wine Cellar,2019-12-30,.018,
2013-01-12,Wine Cellar,2015-01-12,.049,
2011-12-17,Fridge,2014-12-17,.058,
2015-08-10,Dish Washer,2019-08-10,.469,
2013-04-23,Furnace,2016-04-23,.032,
2010-10-05,Dish Washer,2012-10-05,.001,
2010-01-27,Garage door,2012-01-27,.013,
2013-10-16,Furnace,2017-10-16,.020,
2010-10-16,Furnace,2012-10-16,.020,
2016-08-24,Furnace,2018-08-24,.177,
2015-02-07,Furnace,2017-02-07,.035,
2014-12-16,Dish Washer,2017-12-16,.007,
2014-06-10,Garage door,2018-06-10,.015,
2016-05-28,Microwave,2018-05-28,.018,
2010-05-15,Dish Washer,2013-05-15,.001,
2016-03-09,Dish Washer,2018-03-09,.001,
2012-04-12,Fridge,2014-04-12,.041,
2015-10-17,Dish Washer,2017-10-17,.001,
2015-02-15,Dish Washer,2018-02-15,.001,
2011-03-21,Fridge,2014-03-21,.059,
2016-03-04,Fridge,2020-03-04,.051,
2013-09-01,Wine Cellar,2016-09-01,.026,
2014-12-12,Furnace,2017-12-12,.021,
2014-05-17,Furnace,2017-05-17,.020,
2012-04-08,Wine Cellar,2014-04-08,.089,
2013-05-30,Garage door,2015-05-30,.013,
2011-04-03,Garage door,2015-04-03,.013,
2010-09-26,Fridge,2012-09-26,.128,
2016-09-19,Dish Washer,2018-09-19,.074,
2012-12-05,Fridge,2016-12-05,.056,
2014-08-22,Microwave,2017-08-22,.016,
2014-07-03,Wine Cellar,2016-07-03,.032,
2012-12-24,Furnace,2016-12-24,.046,
2014-06-18,Wine Cellar,2018-06-18,.038,
2012-11-30,Wine Cellar,2016-11-30,.023,
2013-02-14,Dish Washer,2017-02-14,.001,
2015-02-11,Furnace,2018-02-11,.021,
2010-11-16,Wine Cellar,2014-11-16,.016,
2013-06-04,Dish Washer,2016-06-04,.001,
2014-02-20,Fridge,2018-02-20,.069,
2011-05-25,Fridge,2015-05-25,.056,
2010-05-19,Dish Washer,2014-05-19,.001,
2011-06-19,Furnace,2014-06-19,.154,
2011-02-06,Dish Washer,2013-02-06,.363,
2014-09-17,Garage door,2016-09-17,.016,
2014-04-18,Dish Washer,2017-04-18,.001,
2012-08-23,Dish Washer,2014-08-23,.001,
2013-07-03,Furnace,2016-07-03,.055,
2012-04-30,Wine Cellar,2014-04-30,.007,
2013-03-29,Wine Cellar,2016-03-29,.133,
2012-01-04,Furnace,2016-01-04,.181,
2010-09-16,Garage door,2013-09-16,.013,
2014-05-11,Wine Cellar,2018-05-11,.041,
2010-07-10,Microwave,2013-07-10,.022,
2011-02-01,Garage door,2015-02-01,.013,
2015-12-20,Microwave,2017-12-20,.003,
2011-12-30,Wine Cellar,2013-12-30,.067,
2015-07-23,Wine Cellar,2018-07-23,.060,
2011-11-04,Fridge,2013-11-04,.071,
2012-07-15,Furnace,2015-07-15,.170,
2013-06-08,Wine Cellar,2015-06-08,.008,
2016-07-06,Fridge,2020-07-06,.043,
2013-06-13,Fridge,2015-06-13,.069,
2012-06-18,Garage door,2016-06-18,.013,
2015-05-10,Microwave,2019-05-10,.013,
2013-06-07,Wine Cellar,2015-06-07,.008,
2015-03-12,Fridge,2017-03-12,.212,
2015-06-28,Furnace,2019-06-28,.020,
2014-12-20,Microwave,2016-12-20,.004,
2013-01-07,Dish Washer,2016-01-07,.001,
2014-11-21,Wine Cellar,2018-11-21,.009,
2016-08-19,Fridge,2018-08-19,.045,
2014-06-09,Garage door,2018-06-09,.014,
2010-11-08,Fridge,2013-11-08,.054,
2012-07-15,Dish Washer,2014-07-15,.001,
2011-01-24,Microwave,2015-01-24,.022,
2015-01-06,Microwave,2019-01-06,.004,
2013-06-20,Dish Washer,2016-06-20,.001,
2010-12-12,Fridge,2012-12-12,.100,
2011-06-03,Furnace,2014-06-03,.337,
2016-09-25,Wine Cellar,2020-09-25,.038,
2016-11-07,Fridge,2020-11-07,.050,
2016-09-29,Microwave,2018-09-29,.003,
2010-06-19,Dish Washer,2012-06-19,.001,
2011-06-21,Wine Cellar,2015-06-21,.028,
2011-09-25,Wine Cellar,2013-09-25,.015,
2012-06-06,Dish Washer,2016-06-06,.001,
2012-05-03,Dish Washer,2014-05-03,.001,
2013-04-11,Furnace,2016-04-11,.020,
2012-11-08,Dish Washer,2016-11-08,.001,
2013-09-09,Dish Washer,2016-09-09,.001,
2011-02-14,Wine Cellar,2015-02-14,.007,
2015-04-27,Furnace,2018-04-27,.021,
2010-06-05,Fridge,2012-06-05,.006,
2012-03-08,Wine Cellar,2015-03-08,.007,
2010-11-13,Fridge,2013-11-13,.117,
2011-08-08,Fridge,2015-08-08,.018,
2013-06-11,Wine Cellar,2015-06-11,.008,
2016-05-10,Fridge,2020-05-10,.006,
2014-07-21,Furnace,2017-07-21,.021,
2013-11-13,Wine Cellar,2016-11-13,.013,
2012-08-05,Wine Cellar,2014-08-05,.131,
2013-12-02,Furnace,2015-12-02,.061,
2014-10-06,Furnace,2017-10-06,.020,
2010-07-26,Wine Cellar,2014-07-26,.007,
2016-10-23,Wine Cellar,2020-10-23,.016,
2010-10-10,Furnace,2013-10-10,.127,
2010-01-31,Dish Washer,2013-01-31,.001,
2015-07-05,Dish Washer,2017-07-05,.001,
2015-10-05,Garage door,2017-10-05,.019,
2014-01-03,Fridge,2016-01-03,.072,
2011-11-28,Furnace,2013-11-28,.325,
2014-02-19,Fridge,2017-02-19,.062,
2012-04-07,Wine Cellar,2016-04-07,.107,
2016-09-18,Wine Cellar,2018-09-18,.008,
2011-01-27,Furnace,2014-01-27,.020,
2014-05-15,Microwave,2018-05-15,.003,
2012-11-09,Garage door,2016-11-09,.013,
2012-07-08,Garage door,2015-07-08,.013,
2014-06-22,Fridge,2017-06-22,.062,
2013-09-17,Fridge,2015-09-17,.052,
2013-05-31,Fridge,2015-05-31,.085,
2012-04-23,Fridge,2014-04-23,.128,
2014-10-18,Furnace,2016-10-18,.035,
2014-09-23,Wine Cellar,2018-09-23,.047,
2013-05-01,Wine Cellar,2017-05-01,.048,
2012-12-06,Dish Washer,2014-12-06,.001,
2014-02-16,Furnace,2017-02-16,.020,
2016-04-29,Dish Washer,2018-04-29,.001,
2015-12-31,Dish Washer,2019-12-31,.001,
2016-05-25,Microwave,2018-05-25,.003,
2010-08-07,Wine Cellar,2013-08-07,.007,
2015-02-04,Furnace,2017-02-04,.021,
2014-08-26,Furnace,2018-08-26,.021,
2011-10-02,Furnace,2014-10-02,.020,
2012-03-03,Wine Cellar,2014-03-03,.007,
2013-03-12,Furnace,2015-03-12,.021,
2016-08-13,Microwave,2020-08-13,.027,
2015-03-16,Furnace,2019-03-16,.020,
2010-01-20,Dish Washer,2014-01-20,.338,
2014-01-04,Wine Cellar,2018-01-04,.083,
2014-04-15,Dish Washer,2017-04-15,.001,
2014-07-06,Dish Washer,2018-07-06,.001,
2010-11-15,Furnace,2014-11-15,.063,
2010-07-20,Furnace,2012-07-20,.020,
2013-07-29,Furnace,2016-07-29,.020,
2016-06-22,Furnace,2020-06-22,.127,
2012-03-20,Furnace,2014-03-20,.022,
2015-06-28,Dish Washer,2019-06-28,.001,
2016-11-01,Dish Washer,2018-11-01,.001,
2010-07-27,Fridge,2013-07-27,.047,
2015-04-03,Garage door,2017-04-03,.015,
2010-05-13,Microwave,2013-05-13,.004,
2013-06-13,Garage door,2017-06-13,.014,
2011-06-23,Garage door,2013-06-23,.013,
2011-10-08,Dish Washer,2013-10-08,.001,
2011-04-06,Dish Washer,2013-04-06,.001,
2014-10-11,Furnace,2018-10-11,.021,
2012-09-28,Furnace,2015-09-28,.021,
2010-11-27,Microwave,2012-11-27,.004,
2013-12-13,Garage door,2015-12-13,.016,
2011-07-12,Garage door,2014-07-12,.015,
2012-10-06,Wine Cellar,2014-10-06,.117,
2012-02-27,Wine Cellar,2014-02-27,.007,
2016-04-06,Furnace,2020-04-06,.203,
2012-05-07,Dish Washer,2016-05-07,.001,
2010-03-05,Wine Cellar,2013-03-05,.007,
2014-09-27,Dish Washer,2016-09-27,.001,
2015-12-26,Furnace,2017-12-26,.021,
2012-06-14,Fridge,2015-06-14,.033,
2013-05-10,Garage door,2015-05-10,.013,
2015-05-22,Furnace,2017-05-22,.028,
2010-01-22,Wine Cellar,2014-01-22,.007,
2010-07-12,Fridge,2013-07-12,.076,
2015-10-14,Microwave,2017-10-14,.003,
2015-12-17,Fridge,2018-12-17,.091,
2011-09-14,Wine Cellar,2014-09-14,.026,
2015-07-08,Furnace,2017-07-08,.024,
2010-12-14,Wine Cellar,2014-12-14,.028,
2013-10-13,Wine Cellar,2015-10-13,.113,
2015-03-21,Furnace,2017-03-21,.033,
2011-11-18,Microwave,2013-11-18,.009,
2012-07-14,Fridge,2015-07-14,.051,
2016-04-20,Wine Cellar,2019-04-20,.031,
2016-09-15,Dish Washer,2018-09-15,.001,
2012-01-13,Dish Washer,2015-01-13,.001,
2010-04-14,Garage door,2012-04-14,.013,
2016-04-24,Fridge,2019-04-24,.083,
2015-10-15,Dish Washer,2019-10-15,.001,
2014-03-29,Furnace,2016-03-29,.034,
2010-11-08,Wine Cellar,2013-11-08,.007,
2016-11-06,Dish Washer,2019-11-06,.001,
2016-03-11,Microwave,2020-03-11,.003,
2014-05-26,Microwave,2017-05-26,.016,
2016-06-07,Furnace,2020-06-07,.020,
2015-09-13,Furnace,2018-09-13,.047,
2013-08-25,Microwave,2017-08-25,.004,
2016-11-11,Fridge,2020-11-11,.122,
2010-11-12,Fridge,2013-11-12,.050,
2012-06-13,Fridge,2015-06-13,.026,
2011-02-13,Wine Cellar,2015-02-13,.037,
2012-09-04,Garage door,2014-09-04,.015,
2012-11-10,Fridge,2014-11-10,.012,
2010-08-20,Furnace,2012-08-20,.090,
2011-12-24,Microwave,2014-12-24,.067,
2012-11-26,Wine Cellar,2016-11-26,.007,
2010-11-20,Microwave,2014-11-20,.086,
2016-09-26,Fridge,2019-09-26,.052,
2012-10-10,Fridge,2014-10-10,.109,
2010-11-15,Microwave,2013-11-15,.004,
2013-07-15,Dish Washer,2017-07-15,.001,
2014-09-13,Dish Washer,2016-09-13,.001,
2010-05-31,Fridge,2014-05-31,.040,
2011-02-11,Furnace,2014-02-11,.207,
2015-01-08,Garage door,2019-01-08,.013,
2012-08-28,Furnace,2015-08-28,.374,
2012-12-28,Furnace,2016-12-28,.020,
2016-05-14,Dish Washer,2018-05-14,.001,
2010-01-17,Wine Cellar,2012-01-17,.047,
2013-05-16,Wine Cellar,2017-05-16,.086,
2011-05-23,Garage door,2013-05-23,.016,
2013-05-24,Dish Washer,2015-05-24,.001,
2015-05-12,Furnace,2018-05-12,.020,
2012-08-01,Microwave,2016-08-01,.004,
2016-04-21,Furnace,2020-04-21,.020,
2010-01-07,Wine Cellar,2014-01-07,.007,
2014-11-07,Dish Washer,2018-11-07,.001,
2013-09-14,Dish Washer,2017-09-14,.001,
2011-10-16,Furnace,2014-10-16,.187,
2016-11-14,Microwave,2020-11-14,.003,
2011-10-30,Fridge,2013-10-30,.057,
2011-08-15,Furnace,2014-08-15,.020,
2016-06-18,Furnace,2018-06-18,.020,
2011-01-26,Dish Washer,2015-01-26,.001,
2016-11-21,Dish Washer,2020-11-21,.430,
2013-06-09,Dish Washer,2016-06-09,.001,
2014-10-19,Dish Washer,2017-10-19,.001,
2015-10-07,Wine Cellar,2017-10-07,.008,
2016-10-03,Wine Cellar,2018-10-03,.008,
2014-03-06,Fridge,2017-03-06,.055,
2016-05-06,Wine Cellar,2020-05-06,.008,
2013-05-01,Furnace,2017-05-01,.117,
2012-07-30,Fridge,2016-07-30,.065,
2012-01-12,Microwave,2016-01-12,.087,
2015-04-18,Garage door,2017-04-18,.014,
2014-12-26,Wine Cellar,2018-12-26,.038,
2011-02-11,Garage door,2015-02-11,.013,
2010-02-02,Wine Cellar,2013-02-02,.109,
2012-11-14,Microwave,2014-11-14,.004,
2014-03-13,Dish Washer,2018-03-13,.001,
2016-02-18,Fridge,2018-02-18,.169,
2010-07-24,Wine Cellar,2014-07-24,.007,
2012-02-20,Garage door,2014-02-20,.014,
2010-06-25,Garage door,2013-06-25,.014,
2013-10-01,Wine Cellar,2015-10-01,.074,
2015-03-31,Microwave,2019-03-31,.004,
2016-03-25,Garage door,2019-03-25,.013,
2016-09-04,Furnace,2019-09-04,.164,
2012-08-03,Furnace,2015-08-03,.020,
2016-05-18,Garage door,2019-05-18,.013,
2014-07-23,Furnace,2017-07-23,.020,
2012-09-25,Dish Washer,2016-09-25,.001,
2013-08-12,Furnace,2015-08-12,.020,
2010-09-17,Fridge,2013-09-17,.063,
2016-04-17,Furnace,2019-04-17,.020,
2010-09-21,Wine Cellar,2014-09-21,.007,
2013-12-21,Wine Cellar,2015-12-21,.005,
2012-02-08,Garage door,2015-02-08,.013,
2012-04-26,Fridge,2014-04-26,.031,
2011-08-13,Microwave,2015-08-13,.017,
2011-02-22,Furnace,2015-02-22,.021,
2014-05-25,Furnace,2017-05-25,.020,
2010-05-04,Wine Cellar,2014-05-04,.007,
2016-09-26,Furnace,2019-09-26,.263,
2013-05-20,Garage door,2017-05-20,.013,
2014-10-14,Garage door,2018-10-14,.013,
2011-03-26,Microwave,2015-03-26,.004,
2010-08-30,Garage door,2012-08-30,.024,
2015-04-15,Wine Cellar,2018-04-15,.084,
2016-06-23,Fridge,2020-06-23,.049,
2011-02-01,Dish Washer,2014-02-01,.001,
2014-04-15,Fridge,2016-04-15,.064,
2010-09-24,Fridge,2012-09-24,.005,
2015-08-24,Wine Cellar,2017-08-24,.052,
2011-11-24,Furnace,2015-11-24,.020,
2012-10-28,Microwave,2015-10-28,.004,
2016-09-08,Fridge,2018-09-08,.035,
2013-01-16,Dish Washer,2016-01-16,.089,
2015-10-24,Furnace,2018-10-24,.275,
2014-11-10,Garage door,2018-11-10,.013,
2014-05-23,Wine Cellar,2016-05-23,.040,
2011-08-17,Fridge,2014-08-17,.070,
2014-09-24,Fridge,2016-09-24,.078,
2015-08-22,Fridge,2018-08-22,.051,
2014-09-23,Dish Washer,2018-09-23,.001,
2016-03-30,Fridge,2018-03-30,.023,
2013-12-10,Fridge,2015-12-10,.060,
2015-08-29,Fridge,2017-08-29,.049,
2015-07-17,Fridge,2017-07-17,.070,
2011-12-18,Dish Washer,2013-12-18,.001,
2011-03-10,Wine Cellar,2013-03-10,.007,
2013-03-08,Microwave,2015-03-08,.013,
2011-03-30,Fridge,2014-03-30,.021,
2013-07-23,Fridge,2015-07-23,.135,
2012-07-15,Fridge,2016-07-15,.066,
2010-11-11,Microwave,2014-11-11,.004,
2013-04-12,Wine Cellar,2016-04-12,.008,
2011-07-07,Furnace,2015-07-07,.143,
2014-04-26,Wine Cellar,2016-04-26,.125,
2011-07-29,Garage door,2014-07-29,.013,
2014-05-21,Wine Cellar,2017-05-21,.061,
2014-09-04,Garage door,2016-09-04,.013,
2010-12-23,Furnace,2012-12-23,.459,
2012-08-12,Fridge,2014-08-12,.042,
2016-09-30,Garage door,2019-09-30,.016,
2012-11-16,Wine Cellar,2016-11-16,.007,
2010-03-27,Dish Washer,2012-03-27,.001,
2015-02-22,Dish Washer,2018-02-22,.001,
2012-06-15,Microwave,2015-06-15,.004,
2010-08-14,Furnace,2013-08-14,.163,
2011-11-19,Furnace,2015-11-19,.113,
2011-01-17,Garage door,2013-01-17,.013,
2016-01-06,Wine Cellar,2018-01-06,.122,
2012-09-03,Fridge,2014-09-03,.054,
2013-04-01,Fridge,2016-04-01,.084,
2013-10-09,Dish Washer,2015-10-09,.001,
2011-12-23,Wine Cellar,2015-12-23,.024,
2014-08-28,Fridge,2016-08-28,.077,
2016-10-02,Microwave,2018-10-02,.003,
2015-03-26,Fridge,2017-03-26,.060,
2010-05-20,Fridge,2014-05-20,.048,
2015-08-03,Garage door,2018-08-03,.013,
2013-04-07,Dish Washer,2017-04-07,.001,
2012-05-31,Garage door,2014-05-31,.013,
2011-10-25,Wine Cellar,2015-10-25,.013,
2010-12-09,Dish Washer,2013-12-09,.001,
2014-12-23,Fridge,2017-12-23,.035,
2012-07-29,Garage door,2014-07-29,.013,
2014-02-06,Fridge,2018-02-06,.061,
2012-01-17,Furnace,2016-01-17,.021,
2010-10-03,Furnace,2012-10-03,.038,
2012-12-21,Microwave,2015-12-21,.014,
2013-07-31,Garage door,2016-07-31,.013,
2013-08-14,Fridge,2016-08-14,.217,
2012-07-12,Dish Washer,2016-07-12,.001,
2014-11-24,Fridge,2018-11-24,.005,
2010-07-11,Wine Cellar,2012-07-11,.007,
2011-01-12,Garage door,2013-01-12,.013,
2014-11-10,Wine Cellar,2017-11-10,.100,
2015-09-18,Fridge,2018-09-18,.031,
2011-01-26,Fridge,2013-01-26,.037,
2013-12-09,Fridge,2017-12-09,.070,
2015-07-07,Dish Washer,2018-07-07,.001,
2015-08-08,Furnace,2019-08-08,.046,
2011-07-03,Furnace,2014-07-03,.075,
2011-07-25,Furnace,2014-07-25,.077,
2013-04-14,Dish Washer,2016-04-14,.001,
2014-07-27,Garage door,2017-07-27,.013,
2014-03-20,Dish Washer,2017-03-20,.001,
2015-12-30,Fridge,2018-12-30,.078,
2015-05-08,Microwave,2019-05-08,.011,
2010-10-05,Wine Cellar,2012-10-05,.007,
2011-09-22,Furnace,2014-09-22,.167,
2011-06-30,Wine Cellar,2014-06-30,.024,
2016-03-26,Microwave,2020-03-26,.003,
2010-01-18,Dish Washer,2014-01-18,.001,
2013-02-24,Garage door,2015-02-24,.013,
2013-07-05,Furnace,2016-07-05,.021,
2013-01-14,Wine Cellar,2016-01-14,.026,
2015-09-27,Furnace,2018-09-27,.020,
2012-05-02,Wine Cellar,2014-05-02,.055,
2014-05-09,Wine Cellar,2018-05-09,.017,
2013-12-01,Microwave,2017-12-01,.003,
2013-07-13,Garage door,2017-07-13,.014,
2015-06-19,Dish Washer,2019-06-19,.303,
2012-12-18,Fridge,2016-12-18,.058,
2015-05-01,Furnace,2017-05-01,.020,
2016-04-17,Microwave,2020-04-17,.003,
2010-10-07,Furnace,2013-10-07,.021,
2016-03-13,Wine Cellar,2020-03-13,.008,
2014-08-24,Microwave,2017-08-24,.017,
2016-09-25,Dish Washer,2020-09-25,.001,
2016-06-19,Fridge,2018-06-19,.162,
2014-09-22,Fridge,2017-09-22,.043,
2010-12-07,Wine Cellar,2013-12-07,.007,
2014-07-05,Wine Cellar,2016-07-05,.065,
2016-04-08,Fridge,2019-04-08,.058,
2010-05-29,Furnace,2014-05-29,.020,
2013-10-04,Microwave,2015-10-04,.003,
2015-05-23,Wine Cellar,2018-05-23,.128,
2011-03-08,Furnace,2013-03-08,.246,
2016-08-07,Garage door,2019-08-07,.013,
2012-01-13,Furnace,2015-01-13,.129,
2015-01-17,Fridge,2019-01-17,.100,
2011-02-15,Furnace,2013-02-15,.142,
2015-02-20,Furnace,2017-02-20,.020,
2013-09-23,Garage door,2016-09-23,.013,
2010-02-12,Wine Cellar,2014-02-12,.009,
2010-12-13,Dish Washer,2014-12-13,.001,
2015-11-01,Dish Washer,2019-11-01,.001,
2010-09-09,Microwave,2013-09-09,.004,
2015-11-30,Microwave,2018-11-30,.044,
2011-01-03,Wine Cellar,2014-01-03,.028,
2010-12-09,Furnace,2014-12-09,.285,
2015-12-07,Wine Cellar,2019-12-07,.008,
2015-08-22,Furnace,2017-08-22,.027,
2013-05-20,Wine Cellar,2016-05-20,.032,
2015-07-30,Fridge,2019-07-30,.062,
2013-06-19,Furnace,2015-06-19,.026,
2013-05-25,Fridge,2016-05-25,.090,
2011-07-21,Furnace,2013-07-21,.151,
2014-01-19,Garage door,2016-01-19,.013,
2014-08-21,Garage door,2018-08-21,.013,
2012-09-26,Furnace,2015-09-26,.021,
2016-04-28,Dish Washer,2018-04-28,.454,
2014-12-08,Fridge,2017-12-08,.005,
2012-01-05,Microwave,2014-01-05,.004,
2015-04-29,Microwave,2017-04-29,.009,
2011-12-01,Garage door,2014-12-01,.014,
2012-01-13,Fridge,2014-01-13,.051,
2016-06-05,Dish Washer,2020-06-05,.001,
2015-05-18,Wine Cellar,2017-05-18,.079,
2016-06-24,Fridge,2019-06-24,.035,
2012-06-30,Fridge,2016-06-30,.057,
2010-06-10,Furnace,2014-06-10,.164,
2015-09-11,Garage door,2018-09-11,.013,
2012-07-21,Dish Washer,2015-07-21,.001,
2013-05-16,Dish Washer,2017-05-16,.001,
2011-05-29,Dish Washer,2014-05-29,.001,
2011-11-25,Dish Washer,2013-11-25,.001,
2013-10-29,Garage door,2015-10-29,.013,
2013-12-11,Dish Washer,2015-12-11,.001,
2012-01-19,Wine Cellar,2015-01-19,.191,
2010-05-16,Dish Washer,2012-05-16,.001,
2013-01-28,Garage door,2016-01-28,.013,
2012-05-05,Garage door,2014-05-05,.014,
2011-02-14,Dish Washer,2015-02-14,.001,
2011-05-08,Furnace,2013-05-08,.083,
2013-05-06,Fridge,2017-05-06,.051,
2015-03-01,Furnace,2019-03-01,.037,
2015-06-23,Wine Cellar,2018-06-23,.150,
2010-01-13,Garage door,2013-01-13,.013,
2010-05-27,Wine Cellar,2014-05-27,.007,
2012-07-11,Fridge,2016-07-11,.005,
2013-08-29,Fridge,2016-08-29,.076,
2014-05-23,Dish Washer,2018-05-23,.001,
2011-07-27,Wine Cellar,2013-07-27,.007,
2013-01-03,Garage door,2015-01-03,.014,
2014-07-14,Fridge,2018-07-14,.126,
2015-07-05,Wine Cellar,2017-07-05,.027,
2016-03-16,Dish Washer,2020-03-16,.001,
2014-08-29,Dish Washer,2016-08-29,.001,
2012-03-08,Dish Washer,2015-03-08,.001,
2014-07-20,Garage door,2017-07-20,.013,
2011-12-12,Garage door,2014-12-12,.013,
2011-02-05,Furnace,2013-02-05,.134,
2012-05-18,Microwave,2016-05-18,.004,
2013-09-16,Furnace,2017-09-16,.021,
2012-03-04,Dish Washer,2014-03-04,.373,
2010-06-07,Microwave,2012-06-07,.018,
2013-09-05,Furnace,2017-09-05,.020,
2014-04-13,Fridge,2018-04-13,.136,
2013-11-28,Dish Washer,2016-11-28,.001,
2016-07-18,Furnace,2018-07-18,.050,
2011-09-02,Wine Cellar,2015-09-02,.007,
2012-12-03,Fridge,2015-12-03,.036,
2013-07-28,Dish Washer,2017-07-28,.001,
2012-06-08,Garage door,2016-06-08,.013,
2016-10-27,Furnace,2020-10-27,.386,
2011-06-12,Dish Washer,2014-06-12,.263,
2010-07-08,Garage door,2014-07-08,.013,
2014-08-19,Furnace,2016-08-19,.195,
2013-06-28,Garage door,2017-06-28,.013,
2010-11-15,Dish Washer,2012-11-15,.001,
2010-10-29,Fridge,2013-10-29,.065,
2014-03-31,Fridge,2016-03-31,.059,
2011-01-06,Wine Cellar,2013-01-06,.007,
2012-01-06,Garage door,2016-01-06,.013,
2016-10-11,Furnace,2019-10-11,.139,
2016-02-23,Microwave,2019-02-23,.003,
2014-03-26,Wine Cellar,2016-03-26,.048,
2014-05-11,Furnace,2018-05-11,.021,
2015-10-29,Fridge,2017-10-29,.040,
2013-08-19,Fridge,2017-08-19,.061,
2010-11-05,Wine Cellar,2012-11-05,.116,
2016-08-21,Furnace,2020-08-21,.174,
2013-12-18,Garage door,2017-12-18,.013,
2013-12-21,Fridge,2017-12-21,.061,
2011-01-01,Furnace,2015-01-01,.011,
2013-02-27,Dish Washer,2016-02-27,.001,
2013-04-29,Fridge,2015-04-29,.065,
2016-08-08,Fridge,2018-08-08,.005,
2014-04-28,Furnace,2016-04-28,.020,
2013-01-15,Wine Cellar,2016-01-15,.101,
2013-12-12,Wine Cellar,2016-12-12,.008,
2010-10-20,Dish Washer,2013-10-20,.001,
2013-03-26,Furnace,2015-03-26,.020,
2013-07-15,Furnace,2016-07-15,.021,
2015-02-06,Dish Washer,2019-02-06,.001,
2011-04-10,Fridge,2013-04-10,.042,
2013-03-26,Dish Washer,2017-03-26,.001,
2010-05-01,Dish Washer,2013-05-01,.001,
2013-06-07,Fridge,2017-06-07,.044,
2010-12-21,Wine Cellar,2012-12-21,.107,
2011-05-04,Wine Cellar,2015-05-04,.043,
2010-01-08,Fridge,2013-01-08,.051,
2014-05-20,Wine Cellar,2017-05-20,.033,
2010-03-09,Garage door,2014-03-09,.012,
2014-12-29,Furnace,2018-12-29,.020,
2010-01-29,Dish Washer,2013-01-29,.001,
2013-10-12,Furnace,2016-10-12,.020,
2012-07-30,Microwave,2016-07-30,.004,
2012-02-15,Furnace,2014-02-15,.227,
2013-12-11,Garage door,2015-12-11,.013,
2015-03-06,Wine Cellar,2017-03-06,.065,
2010-01-23,Wine Cellar,2014-01-23,.007,
2014-01-19,Furnace,2016-01-19,.021,
2016-02-22,Furnace,2020-02-22,.020,
2014-04-04,Fridge,2017-04-04,.054,
2010-09-01,Wine Cellar,2012-09-01,.007,
2016-04-23,Wine Cellar,2019-04-23,.012,
2012-04-07,Furnace,2014-04-07,.041,
2014-05-31,Wine Cellar,2017-05-31,.046,
2016-04-04,Garage door,2020-04-04,.013,
2015-07-12,Dish Washer,2019-07-12,.001,
2016-11-18,Wine Cellar,2018-11-18,.034,
2011-03-16,Furnace,2014-03-16,.249,
2010-12-10,Fridge,2012-12-10,.005,
2010-09-17,Dish Washer,2012-09-17,.001,
2012-12-23,Dish Washer,2014-12-23,.001,
2014-08-09,Fridge,2017-08-09,.093,
2010-10-04,Garage door,2013-10-04,.027,
2011-05-21,Wine Cellar,2013-05-21,.007,
2016-02-25,Dish Washer,2019-02-25,.001,
2012-11-13,Fridge,2014-11-13,.044,
2010-10-06,Microwave,2014-10-06,.013,
2015-01-03,Fridge,2017-01-03,.125,
2016-07-12,Microwave,2018-07-12,.003,
2014-12-15,Wine Cellar,2016-12-15,.069,
2013-09-30,Wine Cellar,2016-09-30,.029,
2013-06-18,Wine Cellar,2017-06-18,.109,
2014-06-08,Fridge,2017-06-08,.145,
2013-03-06,Dish Washer,2015-03-06,.001,
2012-07-09,Furnace,2016-07-09,.125,
2014-05-13,Microwave,2018-05-13,.016,
2013-09-18,Fridge,2017-09-18,.127,
2012-09-27,Wine Cellar,2015-09-27,.008,
2014-08-15,Dish Washer,2016-08-15,.001,
2011-05-04,Fridge,2015-05-04,.005,
2016-07-21,Furnace,2018-07-21,.021,
2015-05-11,Dish Washer,2019-05-11,.001,
2012-05-14,Microwave,2014-05-14,.004,
2014-02-04,Fridge,2017-02-04,.133,
2010-01-01,Furnace,2013-01-01,.039,
2015-07-19,Wine Cellar,2017-07-19,.042,
2011-09-05,Fridge,2015-09-05,.005,
2015-06-10,Furnace,2018-06-10,.039,
2012-05-24,Furnace,2015-05-24,.021,
2010-10-01,Wine Cellar,2012-10-01,.007,
2012-09-26,Microwave,2014-09-26,.004,
2016-08-01,Microwave,2020-08-01,.003,
2011-02-28,Wine Cellar,2015-02-28,.127,
2011-04-17,Microwave,2014-04-17,.004,
2016-10-08,Furnace,2020-10-08,.063,
2010-06-08,Wine Cellar,2013-06-08,.049,
2013-07-17,Dish Washer,2017-07-17,.001,
2014-08-27,Furnace,2018-08-27,.020,
2016-04-24,Furnace,2020-04-24,.112,
2011-12-12,Furnace,2013-12-12,.058,
2012-11-10,Furnace,2016-11-10,.029,
2014-08-21,Fridge,2016-08-21,.040,
2012-06-05,Dish Washer,2015-06-05,.001,
2015-11-12,Furnace,2017-11-12,.111,
2010-08-13,Dish Washer,2012-08-13,.001,
2010-11-28,Garage door,2014-11-28,.015,
2011-09-04,Microwave,2014-09-04,.004,
2011-03-17,Furnace,2015-03-17,.119,
2015-11-28,Dish Washer,2018-11-28,.001,
2011-02-05,Garage door,2014-02-05,.012,
2012-01-09,Furnace,2016-01-09,.474,
2016-06-28,Dish Washer,2020-06-28,.099,
